PERSON_ID,PERSON_TYPE,CRASH_DATE,CITY,ZIPCODE,SEX,AGE,AIRBAG_DEPLOYED,INJURY_CLASSIFICATION,HOSPITAL,DRIVER_ACTION,Hour,Day,WeekDay,Month
O1324764,2,4/27/2022 9:13,CHICAGO,60649,M,35,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED EMS / DENIED INJURY,FAILED TO YIELD,9,27,2,4
O1324765,2,4/27/2022 9:13,CHICAGO,60653,M,31,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED EMS / DENIED INJURY,NONE,9,27,2,4
O1324851,2,4/27/2022 9:32,CHICAGO,60619,F,30,NOT APPLICABLE,NO INDICATION OF INJURY,NORTHWESTERN MEMORIAL HOSPITAL,NONE,9,27,2,4
O1324819,2,4/27/2022 10:09,CHICAGO,60619,F,18,"DEPLOYED, SIDE","REPORTED, NOT EVIDENT",UNIVERSITY OF CHICAGO,NONE,10,27,2,4
O1324842,2,4/27/2022 10:12,CHICAGO,60610,M,25,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE REFUSED,FAILED TO YIELD,10,27,2,4
O1324835,2,4/27/2022 11:17,CHICAGO,60620,F,32,"DEPLOYED, COMBINATION",NO INDICATION OF INJURY,REFUSED EMS / DENIED INJURY,NONE,11,27,2,4
O1324828,2,4/27/2022 11:20,CHICAGO,60641,M,48,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,IMPROPER LANE CHANGE,11,27,2,4
O1324829,2,4/27/2022 11:20,CHICAGO,60615,F,47,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,11,27,2,4
O1324978,2,4/27/2022 13:49,CHICAGO,60625,M,25,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,13,27,2,4
O1324979,2,4/27/2022 13:49,CHICAGO,60639,M,35,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,13,27,2,4
O1324997,2,4/27/2022 14:05,CHICAGO,60601,M,40,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,FOLLOWED TOO CLOSELY,14,27,2,4
O1324971,2,4/27/2022 14:07,CHICAGO,60619,F,33,DEPLOYMENT UNKNOWN,NO INDICATION OF INJURY,REFUSED,NONE,14,27,2,4
O1324991,2,4/27/2022 14:39,CHICAGO,60615,F,52,NOT APPLICABLE,"REPORTED, NOT EVIDENT",UIC-SELF TRANSPORTED,OTHER,14,27,2,4
O1324992,2,4/27/2022 14:39,CHICAGO,60637,F,31,NOT APPLICABLE,NO INDICATION OF INJURY,EMS REFUSED,OTHER,14,27,2,4
O1325081,2,4/27/2022 14:58,CHICAGO,60623,M,54,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",ST ANTHONY'S HOSPITAL,NONE,14,27,2,4
O1325029,2,4/27/2022 15:00,CHICAGO,60639,M,76,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,15,27,2,4
O1325030,2,4/27/2022 15:00,CHICAGO,60707,F,37,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,TOO FAST FOR CONDITIONS,15,27,2,4
O1325067,2,4/27/2022 15:00,CHICAGO,60649,F,31,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,UNIVERSITY OF CHICAGO,NONE,15,27,2,4
O1325068,2,4/27/2022 15:00,CHICAGO,60628,M,41,NOT APPLICABLE,NONINCAPACITATING INJURY,UNIVERSITY OF CHICAGO,NONE,15,27,2,4
O1325108,2,4/27/2022 15:15,CHICAGO,60617,F,27,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,WEST SUBURBAN,NONE,15,27,2,4
O1325015,2,4/27/2022 15:26,CHICAGO,60638,M,28,NOT APPLICABLE,NO INDICATION OF INJURY,NONE,NONE,15,27,2,4
O1325091,2,4/27/2022 16:00,CHICAGO,60623,M,25,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,NONE,16,27,2,4
O1325124,2,4/27/2022 17:05,CHICAGO,60641,M,43,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",NORTH WESTERN HOSPITAL,IMPROPER TURN,17,27,2,4
O1325168,2,4/27/2022 18:02,CHICAGO,60633,F,19,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSE/ON SCENE,IMPROPER LANE CHANGE,18,27,2,4
O1325195,2,4/27/2022 18:59,CHICAGO,60641,M,27,NOT APPLICABLE,NO INDICATION OF INJURY,DNA/REFUSED,OTHER,18,27,2,4
O1325196,2,4/27/2022 18:59,CHICAGO,60646,F,34,NOT APPLICABLE,NO INDICATION OF INJURY,DNA/REFUSED,OTHER,18,27,2,4
O1325222,2,4/27/2022 19:50,CHICAGO,60657,M,70,NOT APPLICABLE,NO INDICATION OF INJURY,DECLINED,OTHER,19,27,2,4
O1325227,2,4/27/2022 20:10,CHICAGO,60612,F,49,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED MEDICAL ATTENTION,NONE,20,27,2,4
O1325274,2,4/27/2022 21:27,CHICAGO,60636,M,33,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,SAINT BERNARD HOSPITAL,FAILED TO YIELD,21,27,2,4
O1325275,2,4/27/2022 21:27,CHICAGO,60649,F,19,"DEPLOYED, SIDE",NONINCAPACITATING INJURY,JACKSON PARK,NONE,21,27,2,4
O1325302,2,4/28/2022 3:39,CHICAGO,60617,M,23,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,REFUSED,OVERCORRECTED,3,28,3,4
O1325380,2,4/28/2022 6:58,CHICAGO,60628,F,30,DID NOT DEPLOY,NONINCAPACITATING INJURY,JACKSON PARK HOSPITAL,OTHER,6,28,3,4
O1328709,2,4/28/2022 7:30,CHICAGO,60617,M,34,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,7,28,3,4
O1325332,2,4/28/2022 7:40,CHICAGO,60656,F,48,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,IMPROPER PASSING,7,28,3,4
O1325333,2,4/28/2022 7:40,CHICAGO,60630,M,52,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,7,28,3,4
O1325393,2,4/28/2022 9:14,CHICAGO,60634,M,21,DID NOT DEPLOY,NO INDICATION OF INJURY,NO INJURY REPORTED,IMPROPER PASSING,9,28,3,4
O1325394,2,4/28/2022 9:14,CHICAGO,60634,F,38,DID NOT DEPLOY,NO INDICATION OF INJURY,NOI NJURY REPORTED,NONE,9,28,3,4
O1325430,2,4/28/2022 10:33,CHICAGO,60645,M,28,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,UNKNOWN,10,28,3,4
O1325431,2,4/28/2022 10:33,CHICAGO,60623,M,35,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,UNKNOWN,10,28,3,4
O1325462,2,4/28/2022 11:27,CHICAGO,60620,F,48,"DEPLOYED, SIDE",NONINCAPACITATING INJURY,JACKSON PARK,UNKNOWN,11,28,3,4
O1325465,2,4/28/2022 11:43,CHICAGO,60656,M,56,DID NOT DEPLOY,NO INDICATION OF INJURY,DECLINED,OTHER,11,28,3,4
O1325494,2,4/28/2022 13:55,CHICAGO,60617,M,28,"DEPLOYED, SIDE",NO INDICATION OF INJURY,NONE REFUSED,NONE,13,28,3,4
O1325520,2,4/28/2022 14:07,CHICAGO,60621,M,28,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,UNKNOWN,14,28,3,4
O1325521,2,4/28/2022 14:07,CHICAGO,60643,F,68,NOT APPLICABLE,NONINCAPACITATING INJURY,LITTLE COMPANY OF MARY,NONE,14,28,3,4
O1326464,2,4/28/2022 14:12,CHICAGO,60624,M,36,NOT APPLICABLE,FATAL,"JOHN H. STROGER, JR. HOSPITAL OF COOK COUNTY",OTHER,14,28,3,4
O1325609,2,4/28/2022 15:00,CHICAGO,60645,F,29,NOT APPLICABLE,NO INDICATION OF INJURY,DECLINED,UNKNOWN,15,28,3,4
O1325661,2,4/28/2022 15:04,CHICAGO,60651,F,22,NOT APPLICABLE,NONINCAPACITATING INJURY,WEST SUBURBAN,NONE,15,28,3,4
O1325703,2,4/28/2022 15:21,CHICAGO,60636,F,21,DID NOT DEPLOY,NONINCAPACITATING INJURY,ST  BERNARDS,FAILED TO YIELD,15,28,3,4
O1325700,2,4/28/2022 15:29,CHICAGO,60637,M,19,NOT APPLICABLE,NONINCAPACITATING INJURY,HOLY CROSS,NONE,15,28,3,4
O1325612,2,4/28/2022 15:34,CHICAGO,60629,M,28,DID NOT DEPLOY,NO INDICATION OF INJURY,DECLINED EMS,NONE,15,28,3,4
O1325613,2,4/28/2022 15:34,CHICAGO,60609,F,73,DID NOT DEPLOY,NO INDICATION OF INJURY,DECLINED EMS,NONE,15,28,3,4
O1325736,2,4/28/2022 15:36,CHICAGO,60651,F,21,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,STROGER HOSPITAL,UNKNOWN,15,28,3,4
O1325643,2,4/28/2022 16:00,CHICAGO,60612,F,50,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,16,28,3,4
O1325644,2,4/28/2022 16:00,CHICAGO,60657,F,54,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,16,28,3,4
O1325584,2,4/28/2022 16:03,CHICAGO,60643,F,25,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,UNKNOWN,16,28,3,4
O1325585,2,4/28/2022 16:03,CHICAGO,60619,F,73,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,16,28,3,4
O1325652,2,4/28/2022 16:08,CHICAGO,60626,F,34,NOT APPLICABLE,NONINCAPACITATING INJURY,UNKNOWN,IMPROPER TURN,16,28,3,4
O1325641,2,4/28/2022 16:15,CHICAGO,60607,M,31,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,RUSH,UNKNOWN,16,28,3,4
O1325808,2,4/28/2022 17:06,CHICAGO,60653,F,23,DID NOT DEPLOY,NO INDICATION OF INJURY,UNIVERSITY OF CHICAGO,NONE,17,28,3,4
O1325843,2,4/28/2022 18:34,CHICAGO,60639,M,34,DID NOT DEPLOY,NONINCAPACITATING INJURY,WEST SUBURBAN HOSPITAL,OTHER,18,28,3,4
O1325809,2,4/28/2022 19:24,CHICAGO,60649,F,57,DEPLOYMENT UNKNOWN,NONINCAPACITATING INJURY,JACKSON PARK,NONE,19,28,3,4
O1327227,2,4/28/2022 20:50,CHICAGO,60618,F,31,"DEPLOYED, FRONT","REPORTED, NOT EVIDENT",NORTHWESTERN,FAILED TO YIELD,20,28,3,4
O1327228,2,4/28/2022 20:50,CHICAGO,60661,F,0,"DEPLOYED, FRONT",NO INDICATION OF INJURY,REFUSED,NONE,20,28,3,4
O1325906,2,4/28/2022 22:38,CHICAGO,60406,M,28,NOT APPLICABLE,NONINCAPACITATING INJURY,TRINITY,NONE,22,28,3,4
O1325893,2,4/28/2022 23:08,CHICAGO,60628,F,47,DID NOT DEPLOY,NONINCAPACITATING INJURY,REFUSED,OTHER,23,28,3,4
O1325894,2,4/28/2022 23:08,CHICAGO,60611,M,37,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,23,28,3,4
O1325904,2,4/29/2022 0:05,CHICAGO,60651,F,40,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",DNA,NONE,0,29,4,4
O1325915,2,4/29/2022 1:30,CHICAGO,60639,F,33,"DEPLOYED, FRONT",NO INDICATION OF INJURY,REFUSED,NONE,1,29,4,4
O1325916,2,4/29/2022 1:30,CHICAGO,60613,M,36,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,1,29,4,4
O1325972,2,4/29/2022 7:51,CHICAGO,60634,M,33,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED EMS ON SCENE,IMPROPER TURN,7,29,4,4
O1325976,2,4/29/2022 7:55,CHICAGO,60652,F,59,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,7,29,4,4
O1325977,2,4/29/2022 7:55,CHICAGO,60652,F,45,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,7,29,4,4
O1326038,2,4/29/2022 7:56,CHICAGO,60639,M,28,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,WEST SUBURBAN,NONE,7,29,4,4
O1325995,2,4/29/2022 8:19,CHICAGO,60644,M,56,DID NOT DEPLOY,NONINCAPACITATING INJURY,WEST SUBURBAN,OTHER,8,29,4,4
O1326006,2,4/29/2022 8:25,CHICAGO,60619,F,34,"DEPLOYED, SIDE",NONINCAPACITATING INJURY,WEISS,IMPROPER LANE CHANGE,8,29,4,4
O1326077,2,4/29/2022 8:40,CHICAGO,60629,F,34,DEPLOYMENT UNKNOWN,"REPORTED, NOT EVIDENT",REFUSED MEDICAL WILL TAKE HERSELF IF NEEDED,NONE,8,29,4,4
O1326078,2,4/29/2022 9:25,CHICAGO,60644,F,63,DID NOT DEPLOY,NO INDICATION OF INJURY,MT.SANAI,UNKNOWN,9,29,4,4
O1326146,2,4/29/2022 9:56,CHICAGO,60621,M,23,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,HOLY CROSS,UNKNOWN,9,29,4,4
O1326109,2,4/29/2022 10:15,CHICAGO,60638,F,72,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,CHRIST HOZPITAL,OTHER,10,29,4,4
O1326125,2,4/29/2022 11:31,CHICAGO,60680,F,57,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,11,29,4,4
O1326160,2,4/29/2022 11:45,CHICAGO,60628,M,26,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,OTHER,11,29,4,4
O1326132,2,4/29/2022 12:00,CHICAGO,60636,F,66,DID NOT DEPLOY,NO INDICATION OF INJURY,OFFERED AND DECLINED,NONE,12,29,4,4
O1326254,2,4/29/2022 13:56,CHICAGO,60615,M,21,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,HOLLY CROSS HOSPITAL,DISREGARDED CONTROL DEVICES,13,29,4,4
O1326235,2,4/29/2022 14:16,CHICAGO,60629,M,45,DID NOT DEPLOY,NO INDICATION OF INJURY,DECLINED,FOLLOWED TOO CLOSELY,14,29,4,4
O1326236,2,4/29/2022 14:16,CHICAGO,60632,M,38,DID NOT DEPLOY,NONINCAPACITATING INJURY,HOLY CROSS,FOLLOWED TOO CLOSELY,14,29,4,4
O1326237,2,4/29/2022 14:16,CHICAGO,60629,F,21,DID NOT DEPLOY,NO INDICATION OF INJURY,DECLINED,NONE,14,29,4,4
O1326300,2,4/29/2022 14:37,CHICAGO,60617,F,19,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,FOLLOWED TOO CLOSELY,14,29,4,4
O1326267,2,4/29/2022 15:00,CHICAGO,60608,M,47,DID NOT DEPLOY,INCAPACITATING INJURY,RUSH,NONE,15,29,4,4
O1326537,2,4/29/2022 15:00,CHICAGO,60655,F,52,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,CHRIST,NONE,15,29,4,4
O1326285,2,4/29/2022 15:45,CHICAGO,60645,M,77,NOT APPLICABLE,NO INDICATION OF INJURY,DNA,FAILED TO YIELD,15,29,4,4
O1326439,2,4/29/2022 17:05,CHICAGO,60624,F,26,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,AMITA RESURRECTION NORTH HOSPITAL,FOLLOWED TOO CLOSELY,17,29,4,4
O1326381,2,4/29/2022 17:25,CHICAGO,60632,M,25,DID NOT DEPLOY,NO INDICATION OF INJURY,DECLINED,FAILED TO YIELD,17,29,4,4
O1326382,2,4/29/2022 17:25,CHICAGO,60609,M,51,NOT APPLICABLE,NO INDICATION OF INJURY,DECLINED,NONE,17,29,4,4
O1326447,2,4/29/2022 18:30,CHICAGO,60623,F,50,NOT APPLICABLE,NO INDICATION OF INJURY,NONE,NONE,18,29,4,4
O1326508,2,4/29/2022 18:40,CHICAGO,60624,M,39,DID NOT DEPLOY,NO INDICATION OF INJURY,N.A,IMPROPER LANE CHANGE,18,29,4,4
O1326509,2,4/29/2022 18:40,CHICAGO,60647,F,33,DID NOT DEPLOY,NO INDICATION OF INJURY,N.A,NONE,18,29,4,4
O1326522,2,4/29/2022 18:43,CHICAGO,60649,M,58,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,UNIVERSITY OF CHICAGO,FOLLOWED TOO CLOSELY,18,29,4,4
O1326512,2,4/29/2022 19:05,CHICAGO,60629,M,35,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,OTHER,19,29,4,4
O1326500,2,4/29/2022 19:20,CHICAGO,60629,F,21,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,19,29,4,4
O1326501,2,4/29/2022 19:20,CHICAGO,60629,M,44,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,19,29,4,4
O1326530,2,4/29/2022 19:37,CHICAGO,60621,M,19,DEPLOYMENT UNKNOWN,NONINCAPACITATING INJURY,ST. BERNARD,OTHER,19,29,4,4
O1326517,2,4/29/2022 20:07,CHICAGO,60634,F,36,"DEPLOYED, COMBINATION",NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,20,29,4,4
O1326568,2,4/29/2022 20:38,CHICAGO,60639,M,28,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,NORTHWESTERN,NONE,20,29,4,4
O1326552,2,4/29/2022 20:47,CHICAGO,60608,M,61,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,20,29,4,4
O1326575,2,4/29/2022 20:56,CHICAGO,60609,F,26,DEPLOYMENT UNKNOWN,INCAPACITATING INJURY,UNIVERSITY OF ILLINOIS CHICAGO,NONE,20,29,4,4
O1326570,2,4/29/2022 20:58,CHICAGO,60626,M,28,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,REFUSED EMS,FOLLOWED TOO CLOSELY,20,29,4,4
O1326571,2,4/29/2022 20:58,CHICAGO,60625,F,49,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,20,29,4,4
O1326867,2,4/29/2022 21:50,CHICAGO,60652,M,27,NOT APPLICABLE,"REPORTED, NOT EVIDENT",DNA,OTHER,21,29,4,4
O1331604,2,4/29/2022 22:26,CHICAGO,60632,F,43,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,ADVOCATE HEALTH CARE,UNKNOWN,22,29,4,4
O1326616,2,4/29/2022 22:45,CHICAGO,60616,F,32,"DEPLOYED, SIDE",NONINCAPACITATING INJURY,INSIGHT HOSPITAL,NONE,22,29,4,4
O1326632,2,4/29/2022 23:16,CHICAGO,60628,M,37,"DEPLOYED, SIDE",NONINCAPACITATING INJURY,ROSELAND,NONE,23,29,4,4
O1326623,2,4/29/2022 23:45,CHICAGO,60643,F,26,"DEPLOYED, FRONT",NO INDICATION OF INJURY,REFUSED,UNKNOWN,23,29,4,4
O1326649,2,4/29/2022 23:48,CHICAGO,60629,M,18,DEPLOYMENT UNKNOWN,NO INDICATION OF INJURY,REFUSED,UNKNOWN,23,29,4,4
O1326633,2,4/29/2022 23:53,CHICAGO,60619,F,53,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,IMPROPER PASSING,23,29,4,4
O1326634,2,4/29/2022 23:53,CHICAGO,60653,M,40,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,OTHER,23,29,4,4
O1326820,2,4/30/2022 0:00,CHICAGO,60827,F,29,DEPLOYMENT UNKNOWN,NO INDICATION OF INJURY,DNA,OTHER,0,30,5,4
O1326676,2,4/30/2022 0:16,CHICAGO,60641,M,50,"DEPLOYED, FRONT",NONINCAPACITATING INJURY,ILLINOIS MASONIC,OTHER,0,30,5,4
O1326667,2,4/30/2022 1:01,CHICAGO,60630,F,44,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,COMMUNITY FIRST,UNKNOWN,1,30,5,4
O1326665,2,4/30/2022 1:20,CHICAGO,60652,M,41,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,OTHER,1,30,5,4
O1329046,2,4/30/2022 2:17,CHICAGO,60626,M,67,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",NONE,NONE,2,30,5,4
O1326746,2,4/30/2022 2:33,CHICAGO,60637,M,57,DEPLOYMENT UNKNOWN,INCAPACITATING INJURY,UNIVERSITY OF CHICAGO,UNKNOWN,2,30,5,4
O1326716,2,4/30/2022 2:38,CHICAGO,60624,M,24,DID NOT DEPLOY,NONINCAPACITATING INJURY,NORWEGIAN,UNKNOWN,2,30,5,4
O1326875,2,4/30/2022 3:15,CHICAGO,60624,M,31,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,3,30,5,4
O1326742,2,4/30/2022 3:59,CHICAGO,60620,F,23,"DEPLOYED, COMBINATION",INCAPACITATING INJURY,U OF C,UNKNOWN,3,30,5,4
O1326787,2,4/30/2022 6:46,CHICAGO,60616,M,36,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,OTHER,6,30,5,4
O1326819,2,4/30/2022 8:53,CHICAGO,60637,F,26,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,8,30,5,4
O1326914,2,4/30/2022 10:15,CHICAGO,60653,M,39,"DEPLOYED, FRONT","REPORTED, NOT EVIDENT",U OF C,UNKNOWN,10,30,5,4
O1326957,2,4/30/2022 11:51,CHICAGO,60620,F,53,DID NOT DEPLOY,NONINCAPACITATING INJURY,LITTLE COMPANY OF MARY,UNKNOWN,11,30,5,4
O1326934,2,4/30/2022 11:58,CHICAGO,60680,F,39,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,11,30,5,4
O1326954,2,4/30/2022 12:00,CHICAGO,60653,M,31,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,12,30,5,4
O1327507,2,4/30/2022 12:25,CHICAGO,60647,M,30,DID NOT DEPLOY,"REPORTED, NOT EVIDENT",NONE,NONE,12,30,5,4
O1327022,2,4/30/2022 13:15,CHICAGO,60610,M,26,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,NONE,13,30,5,4
O1327001,2,4/30/2022 13:20,CHICAGO,60612,F,32,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,IMPROPER PARKING,13,30,5,4
O1327006,2,4/30/2022 13:30,CHICAGO,60638,M,0,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,13,30,5,4
O1327017,2,4/30/2022 13:47,CHICAGO,60628,M,19,DID NOT DEPLOY,NO INDICATION OF INJURY,NONE,FOLLOWED TOO CLOSELY,13,30,5,4
O1327018,2,4/30/2022 13:47,CHICAGO,60620,F,70,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,NONE,13,30,5,4
O1327070,2,4/30/2022 14:40,CHICAGO,60652,M,65,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,UNKNOWN,14,30,5,4
O1327180,2,4/30/2022 15:30,CHICAGO,60644,F,40,DID NOT DEPLOY,NONINCAPACITATING INJURY,NORWEGIAN HOSPITAL,IMPROPER TURN,15,30,5,4
O1327237,2,4/30/2022 15:44,CHICAGO,60642,M,42,NOT APPLICABLE,"REPORTED, NOT EVIDENT",FIRST COMMUNITY HOSPITAL,NONE,15,30,5,4
O1327158,2,4/30/2022 17:07,CHICAGO,60608,M,35,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,REFUSED,UNKNOWN,17,30,5,4
O1327217,2,4/30/2022 17:20,CHICAGO,60619,M,69,DID NOT DEPLOY,NONINCAPACITATING INJURY,ST. BERNARDS,OTHER,17,30,5,4
O1327209,2,4/30/2022 17:40,CHICAGO,60618,F,41,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,OTHER,17,30,5,4
O1327301,2,4/30/2022 18:00,CHICAGO,60630,F,54,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,LUTHERAN GENERAL,DISREGARDED CONTROL DEVICES,18,30,5,4
O1327258,2,4/30/2022 18:04,CHICAGO,60652,M,20,NOT APPLICABLE,"REPORTED, NOT EVIDENT",MACNEAL,NONE,18,30,5,4
O1327293,2,4/30/2022 19:32,CHICAGO,60657,M,32,"DEPLOYED, SIDE","REPORTED, NOT EVIDENT",COMMUNITY FIRST,FAILED TO YIELD,19,30,5,4
O1327272,2,4/30/2022 20:25,CHICAGO,60634,F,57,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,IMPROPER LANE CHANGE,20,30,5,4
O1327273,2,4/30/2022 20:25,CHICAGO,60634,M,24,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,20,30,5,4
O1327319,2,4/30/2022 20:30,CHICAGO,60621,F,36,DID NOT DEPLOY,NO INDICATION OF INJURY,DNA,UNKNOWN,20,30,5,4
O1327354,2,4/30/2022 22:09,CHICAGO,60622,M,50,"DEPLOYED, FRONT",NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,22,30,5,4
O1327355,2,4/30/2022 22:09,CHICAGO,60639,M,69,"DEPLOYED, FRONT",NO INDICATION OF INJURY,REFUSED,OTHER,22,30,5,4
O1327379,2,4/30/2022 22:27,CHICAGO,60646,F,69,"DEPLOYED, SIDE",NO INDICATION OF INJURY,REFUSAL,NONE,22,30,5,4
O1331682,2,4/30/2022 23:00,CHICAGO,60610,F,49,DEPLOYMENT UNKNOWN,NONINCAPACITATING INJURY,ST. ANTHONY,OTHER,23,30,5,4
O1327388,2,5/1/2022 0:10,CHICAGO,60638,M,16,NOT APPLICABLE,NO INDICATION OF INJURY,MAC NEAL HOSPITAL,NONE,0,1,6,5
O1327418,2,5/1/2022 2:04,CHICAGO,60651,F,23,DID NOT DEPLOY,NO INDICATION OF INJURY,DECLINED EMS,UNKNOWN,2,1,6,5
O1327457,2,5/1/2022 4:10,CHICAGO,60629,F,52,"DEPLOYED, COMBINATION",NO INDICATION OF INJURY,REFUSED,NONE,4,1,6,5
O1327472,2,5/1/2022 4:11,CHICAGO,60615,M,30,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,NONE,4,1,6,5
O1327636,2,5/1/2022 5:55,CHICAGO,60638,F,62,"DEPLOYED, COMBINATION",NONINCAPACITATING INJURY,MT SINAI,UNKNOWN,5,1,6,5
O1327500,2,5/1/2022 5:56,CHICAGO,60628,M,20,"DEPLOYED, SIDE",NO INDICATION OF INJURY,ROSELAND,UNKNOWN,5,1,6,5
O1327508,2,5/1/2022 7:00,CHICAGO,60623,F,25,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,UNKNOWN,7,1,6,5
O1327509,2,5/1/2022 7:00,CHICAGO,60638,F,36,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,UNKNOWN,7,1,6,5
O1327568,2,5/1/2022 9:41,CHICAGO,60628,F,28,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED EMS ON SCENE,DISREGARDED CONTROL DEVICES,9,1,6,5
O1327569,2,5/1/2022 9:41,CHICAGO,60619,M,22,"DEPLOYED, COMBINATION",NO INDICATION OF INJURY,REFUSED EMS ON SCENE,NONE,9,1,6,5
O1328204,2,5/1/2022 11:00,CHICAGO,60626,M,44,DID NOT DEPLOY,NO INDICATION OF INJURY,UNK,IMPROPER BACKING,11,1,6,5
O1327688,2,5/1/2022 13:29,CHICAGO,60651,F,54,DID NOT DEPLOY,NONINCAPACITATING INJURY,DNA,NONE,13,1,6,5
O1327812,2,5/1/2022 16:35,CHICAGO,60644,F,59,DID NOT DEPLOY,NO INDICATION OF INJURY,REFUSED,OTHER,16,1,6,5
O1327894,2,5/1/2022 18:30,CHICAGO,60637,F,22,NOT APPLICABLE,NO INDICATION OF INJURY,REFUSED,FAILED TO YIELD,18,1,6,5
